seed,dataset,model,family,severity,MASE,WQL,n_series
0,monash_m3_yearly,chronos-2,regime_trend,1.0,5.610521560432836,0.23395442483548073,100
0,monash_m3_yearly,chronos-t5,regime_trend,1.0,5.460576209447958,0.23516432276724775,100
0,monash_m3_yearly,chronos-2,regime_trend,2.0,9.671255670919686,0.38289921484322575,100
0,monash_m3_yearly,chronos-t5,regime_trend,2.0,9.083488551545061,0.3911263281875889,100
0,monash_m3_yearly,chronos-2,regime_trend,4.0,17.98696382698959,0.7273285555064383,100
0,monash_m3_yearly,chronos-t5,regime_trend,4.0,16.59055782207743,0.7530217226550426,100
0,monash_m3_yearly,chronos-2,regime_trend,8.0,34.994416019773574,1.4147287287449497,100
0,monash_m3_yearly,chronos-t5,regime_trend,8.0,31.839848085794245,1.4237953001156645,100
0,monash_m3_yearly,chronos-2,regime_trend,12.0,53.3180505822811,2.191522758125251,100
0,monash_m3_yearly,chronos-t5,regime_trend,12.0,48.003560603880345,2.224770224807075,100
0,monash_m3_yearly,chronos-2,regime_trend,16.0,70.6550926278911,2.9570141829619807,100
0,monash_m3_yearly,chronos-t5,regime_trend,16.0,62.900679900213134,2.9683673038499623,100
0,monash_m3_yearly,chronos-2,regime_trend,20.0,92.81576740410271,3.8385796087188857,100
0,monash_m3_yearly,chronos-t5,regime_trend,20.0,78.8703626933165,3.7527416042083397,100
0,m4_quarterly,chronos-2,clean,0.0,1.1058863737967675,0.07350590730709108,100
0,m4_quarterly,chronos-t5,clean,0.0,1.1786944819900755,0.07799704990156442,100
0,m4_quarterly,chronos-2,regime_trend,0.5,2.449824234505573,0.1299831376317515,100
0,m4_quarterly,chronos-t5,regime_trend,0.5,2.5171863903440514,0.13786993603951198,100
0,m4_quarterly,chronos-2,regime_trend,1.0,4.0359889637758934,0.21065537705743598,100
0,m4_quarterly,chronos-t5,regime_trend,1.0,3.9757019217324467,0.21094619117599742,100
0,m4_quarterly,chronos-2,regime_trend,2.0,8.205836413177705,0.44476327776851016,100
0,m4_quarterly,chronos-t5,regime_trend,2.0,8.095782782450925,0.4705328648056152,100
0,m4_quarterly,chronos-2,regime_trend,4.0,16.50149444520731,0.8980652922325051,100
0,m4_quarterly,chronos-t5,regime_trend,4.0,15.973487913304975,0.9184275336590102,100
0,m4_quarterly,chronos-2,regime_trend,8.0,33.90417343282884,1.920420105175427,100
0,m4_quarterly,chronos-t5,regime_trend,8.0,32.4840508942313,1.9080962683783262,100
0,m4_quarterly,chronos-2,regime_trend,12.0,51.46596631642601,2.9640785955351996,100
0,m4_quarterly,chronos-t5,regime_trend,12.0,49.06359813116033,2.859768060939901,100
0,m4_quarterly,chronos-2,regime_trend,16.0,69.05221645481465,4.042319508544022,100
0,m4_quarterly,chronos-t5,regime_trend,16.0,65.78822422918995,3.931255536234017,100
0,m4_quarterly,chronos-2,regime_trend,20.0,86.49418334133541,5.069953014451871,100
0,m4_quarterly,chronos-t5,regime_trend,20.0,81.93550894544573,4.861434706332777,100
0,m4_yearly,chronos-2,clean,0.0,3.003324720876421,0.11662203541969743,100
0,m4_yearly,chronos-t5,clean,0.0,3.6359417595136,0.1411881404039837,100
0,m4_yearly,chronos-2,regime_trend,0.5,5.581480271161073,0.1744422170152837,100
0,m4_yearly,chronos-t5,regime_trend,0.5,5.854690893063338,0.19333978867351215,100
0,m4_yearly,chronos-2,regime_trend,1.0,9.349321616985778,0.28126665684535673,100
0,m4_yearly,chronos-t5,regime_trend,1.0,9.1240862668455,0.30310394982920413,100
0,m4_yearly,chronos-2,regime_trend,2.0,16.980376383847197,0.4917509248049694,100
0,m4_yearly,chronos-t5,regime_trend,2.0,16.071366026477182,0.4985403357404849,100
0,m4_yearly,chronos-2,regime_trend,4.0,34.244847194861634,0.9495996048689399,100
0,m4_yearly,chronos-t5,regime_trend,4.0,31.489882411175405,0.9545378594174984,100
0,m4_yearly,chronos-2,regime_trend,8.0,68.7050714531224,1.971738754159532,100
0,m4_yearly,chronos-t5,regime_trend,8.0,61.52844103135707,1.8976155815707574,100
0,m4_yearly,chronos-2,regime_trend,12.0,102.24351462210262,2.8615562093087354,100
0,m4_yearly,chronos-t5,regime_trend,12.0,90.51231146961739,2.7670526423835007,100
0,m4_yearly,chronos-2,regime_trend,16.0,137.92677682452336,3.978520272207091,100
0,m4_yearly,chronos-t5,regime_trend,16.0,120.222305453961,3.817356473752764,100
